ID,Depth,Parent ID,Component Name,Row Name,Row ID,Field Values,Hierarchy Path
4267,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4268,1,4267,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4269,2,4268,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4270,3,4269,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4271,4,4270,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4272,5,4271,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4273,6,4272,Task,Go to Billing,6a3ac6594aebe3f6e59f726f,,Task/Go to Billing
4274,7,4273,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4275,8,4274,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4276,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4277,1,4276,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4278,2,4277,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4279,3,4278,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4280,4,4279,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4281,5,4280,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4282,6,4281,Task,View Latest Bill,6a3ac6594aebe3f6e59f7270,,Task/View Latest Bill
4283,7,4282,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4284,8,4283,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4285,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4286,1,4285,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4287,2,4286,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4288,3,4287,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4289,4,4288,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4290,5,4289,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4291,6,4290,Task,"""Select """"Change My Plan""""""",6a3ac6594aebe3f6e59f7272,,"Task/""Select """"Change My Plan"""""""
4292,7,4291,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4293,8,4292,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4294,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4295,1,4294,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4296,2,4295,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4297,3,4296,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4298,4,4297,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4299,5,4298,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4300,6,4299,Task,Compare and Select Wireless Plan,6a3ac6594aebe3f6e59f7273,,Task/Compare and Select Wireless Plan
4301,7,4300,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4302,8,4301,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4303,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4304,1,4303,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4305,2,4304,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4306,3,4305,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4307,4,4306,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4308,5,4307,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4309,6,4308,Task,Pay Activation Costs,6a3ac6594aebe3f6e59f7274,,Task/Pay Activation Costs
4310,7,4309,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4311,8,4310,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4312,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4313,1,4312,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4314,2,4313,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4315,3,4314,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4316,4,4315,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4317,5,4316,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4318,6,4317,Task,Go to att.com,6a3ac6594aebe3f6e59f7290,,Task/Go to att.com
4319,7,4318,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4320,8,4319,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4321,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4322,1,4321,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4323,2,4322,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4324,3,4323,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4325,4,4324,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4326,5,4325,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4327,6,4326,Task,"""Select """"Wireless""""""",6a3ac6594aebe3f6e59f7291,,"Task/""Select """"Wireless"""""""
4328,7,4327,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4329,8,4328,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4330,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4331,1,4330,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4332,2,4331,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4333,3,4332,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4334,4,4333,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4335,5,4334,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4336,6,4335,Task,"""Select """"Phones & Devices""""""",6a3ac6594aebe3f6e59f7292,,"Task/""Select """"Phones & Devices"""""""
4337,7,4336,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4338,8,4337,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4339,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4340,1,4339,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4341,2,4340,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4342,3,4341,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4343,4,4342,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4344,5,4343,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4345,6,4344,Task,Filter and Compare Phones,6a3ac6594aebe3f6e59f7293,,Task/Filter and Compare Phones
4346,7,4345,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4347,8,4346,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4348,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4349,1,4348,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4350,2,4349,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4351,3,4350,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4352,4,4351,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4353,5,4352,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4354,6,4353,Task,Pick a Phone,6a3ac6594aebe3f6e59f7294,,Task/Pick a Phone
4355,7,4354,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4356,8,4355,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4357,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4358,1,4357,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4359,2,4358,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4360,3,4359,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4361,4,4360,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4362,5,4361,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4363,6,4362,Task,Customize the Phone,6a3ac6594aebe3f6e59f7296,,Task/Customize the Phone
4364,7,4363,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4365,8,4364,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4366,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4367,1,4366,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4368,2,4367,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4369,3,4368,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4370,4,4369,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4371,5,4370,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4372,6,4371,Task,"""Select """"Start New Wireless Service""""""",6a3ac6594aebe3f6e59f7297,,"Task/""Select """"Start New Wireless Service"""""""
4373,7,4372,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4374,8,4373,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4375,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4376,1,4375,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4377,2,4376,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4378,3,4377,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4379,4,4378,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4380,5,4379,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4381,6,4380,Task,Apply Discounts,6a3ac6594aebe3f6e59f7298,,Task/Apply Discounts
4382,7,4381,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4383,8,4382,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4384,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4385,1,4384,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4386,2,4385,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4387,3,4386,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4388,4,4387,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4389,5,4388,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4390,6,4389,Task,Choose Phone Plan,6a3ac6594aebe3f6e59f7299,,Task/Choose Phone Plan
4391,7,4390,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4392,8,4391,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4393,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4394,1,4393,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4395,2,4394,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4396,3,4395,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4397,4,4396,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4398,5,4397,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4399,6,4398,Task,Select Add-ons,6a3ac6594aebe3f6e59f729a,,Task/Select Add-ons
4400,7,4399,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4401,8,4400,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4402,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4403,1,4402,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4404,2,4403,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4405,3,4404,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4406,4,4405,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4407,5,4406,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4408,6,4407,Task,Confirm Purchase,6a3ac6594aebe3f6e59f729c,,Task/Confirm Purchase
4409,7,4408,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4410,8,4409,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4411,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4412,1,4411,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4413,2,4412,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4414,3,4413,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4415,4,4414,Subdomain,Upgrade Device / Equipment,6a3ac6594aebe3f6e59f71d3,,Subdomain/Upgrade Device / Equipment
4416,5,4415,Business Flow,Upgrade Device,6a3ac6594aebe3f6e59f71ee,,Business Flow/Upgrade Device
4417,6,4416,Task,Check Upgrade Eligibility,6a3ac6594aebe3f6e59f72b0,,Task/Check Upgrade Eligibility
4418,7,4417,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4419,8,4418,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4420,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4421,1,4420,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4422,2,4421,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4423,3,4422,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4424,4,4423,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4425,5,4424,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4426,6,4425,Task,Select Phone,6a3ac6594aebe3f6e59f7295,,Task/Select Phone
4427,7,4426,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,,Application/IDP-Upper Funnel Cloud
4428,8,4427,Application,IDP-Upper Funnel Cloud,6a3ac6594aebe3f6e59f7315,"{""name"":""IDP-Upper Funnel Cloud"",""correlation_id_qualifier"":""31548"",""persona_id"":"""",""correlation_id"":""31548""}",IDP-Upper Funnel Cloud
4429,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4430,1,4429,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4431,2,4430,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4432,3,4431,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4433,4,4432,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
4434,5,4433,Business Flow,Activate New AIA Customer,6a3ac6594aebe3f6e59f71d9,,Business Flow/Activate New AIA Customer
4435,6,4434,Task,Check Credit,6a3ac6594aebe3f6e59f7219,,Task/Check Credit
4436,7,4435,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4437,8,4436,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4438,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4439,1,4438,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4440,2,4439,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4441,3,4440,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4442,4,4441,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4443,5,4442,Business Flow,Apply Promotions,6a3ac6594aebe3f6e59f71db,,Business Flow/Apply Promotions
4444,6,4443,Task,Navigate to Offer,6a3ac6594aebe3f6e59f722c,,Task/Navigate to Offer
4445,7,4444,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4446,8,4445,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4447,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4448,1,4447,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4449,2,4448,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4450,3,4449,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4451,4,4450,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4452,5,4451,Business Flow,Apply Promotions,6a3ac6594aebe3f6e59f71db,,Business Flow/Apply Promotions
4453,6,4452,Task,Add Extra Add-ons,6a3ac6594aebe3f6e59f722f,,Task/Add Extra Add-ons
4454,7,4453,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4455,8,4454,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4456,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4457,1,4456,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4458,2,4457,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4459,3,4458,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4460,4,4459,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4461,5,4460,Business Flow,Apply Promotions,6a3ac6594aebe3f6e59f71db,,Business Flow/Apply Promotions
4462,6,4461,Task,Schedule Device Delivery / Pickup,6a3ac6594aebe3f6e59f7232,,Task/Schedule Device Delivery / Pickup
4463,7,4462,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4464,8,4463,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4465,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4466,1,4465,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
4467,2,4466,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
4468,3,4467,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
4469,4,4468,Subdomain,Change Settings & Prefrences,6a3ac6594aebe3f6e59f71cd,,Subdomain/Change Settings & Prefrences
4470,5,4469,Business Flow,Manage Account,6a3ac6594aebe3f6e59f71e3,,Business Flow/Manage Account
4471,6,4470,Task,Compare and Select Wireless Plan,6a3ac6594aebe3f6e59f7273,,Task/Compare and Select Wireless Plan
4472,7,4471,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4473,8,4472,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4474,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4475,1,4474,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4476,2,4475,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4477,3,4476,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4478,4,4477,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4479,5,4478,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4480,6,4479,Task,"""Select """"Wireless""""""",6a3ac6594aebe3f6e59f7291,,"Task/""Select """"Wireless"""""""
4481,7,4480,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4482,8,4481,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
4483,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
4484,1,4483,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
4485,2,4484,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
4486,3,4485,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
4487,4,4486,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
4488,5,4487,Business Flow,Purchase Product,6a3ac6594aebe3f6e59f71e9,,Business Flow/Purchase Product
4489,6,4488,Task,"""Select """"Phones & Devices""""""",6a3ac6594aebe3f6e59f7292,,"Task/""Select """"Phones & Devices"""""""
4490,7,4489,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,,Application/IDP-Web-Sales
4491,8,4490,Application,IDP-Web-Sales,6a3ac6594aebe3f6e59f7301,"{""name"":""IDP-Web-Sales"",""correlation_id_qualifier"":""33758"",""persona_id"":"""",""correlation_id"":""33758""}",IDP-Web-Sales
